country,year,biofuel_share,coal_share,gas_share,oil_share,nuclear_share,hydro_share,solar_share,wind_share,other_renewables_share
Brazil,2022,6.495553805755959,4.366916330793739,8.584512054242953,37.3355211495915,0.9778593674787666,29.894807095332972,2.108636782320784,5.713593839894054,4.522599574589296
Brazil,2021,6.819056367572472,5.542601248505183,11.327425945270777,37.181873429916514,1.0340636351160988,26.588259346285152,1.2276407508954903,5.297297145913793,4.9817821305245245
Brazil,2020,7.254457972736014,4.805990393498878,9.257599647415955,36.19972849143051,1.043345918886815,30.668801968437126,0.8316128363218132,4.414135414899032,5.524327356373853
Brazil,2019,7.486180104445293,5.081079551083372,10.11429541884261,36.84159130471702,1.1547573557508595,29.686041410152985,0.4964972614953509,4.177160729701807,4.962396863810696
Brazil,2018,6.874232947042634,5.494242463821568,10.32541745229959,37.60741618301214,1.1448040631007321,29.60647486195204,0.263466328496884,3.689679358198555,4.994266342075842
Brazil,2017,5.948900272105661,5.638908308506544,10.866900395120636,39.68289857935029,1.1606722855056306,28.503955971034305,0.06393313529654839,3.2563738939120004,4.877457159168384
Brazil,2016,5.874686713871065,5.394552594484066,10.805975002374593,39.6336016381492,1.1874134293038272,29.710480204046075,0.00664303533104168,2.6120822827334105,4.774565099706716
Brazil,2015,6.300080609504528,5.828365731150953,12.20843030405564,40.84675521864794,1.0826126578247377,27.545902634523333,0.004520956338650907,1.6558926685158042,4.527439219438407
Brazil,2014,5.31447060516735,5.716780210182922,11.405926183201244,42.91285620461567,1.121585313062241,28.382830413596157,0.0012344227768957576,0.9280334326576083,4.216283214739906
Brazil,2013,4.971730953404218,5.5167027879863255,11.048777166912163,42.3439258179687,1.1631170477564243,30.67458543481309,0.0003742147606997356,0.5158982262508202,3.764888350147571
Brazil,2012,4.355162353540455,5.241252370428607,9.603017876561726,42.21156677777061,1.2439573047228165,33.57116474010846,0.0001179134391547493,0.4081868479939534,3.365573815434221
Brazil,2011,4.695382686584192,5.451589618395098,8.338938967913924,41.01707298794128,1.2577557254085592,35.85248579172648,0.0,0.22640998776924873,3.160364234261214
Brazil,2010,5.322952292233968,5.280880567478493,8.65823536743843,40.98793828768707,1.214459989004837,35.14442689362792,0.0,0.1896681263043412,3.201438476224923
Brazil,2009,5.508521760701326,4.427039522892414,7.08171454200269,41.7600023573051,1.1897195457939067,37.41252188130764,0.0,0.11844772830140066,2.5020326616955404
Brazil,2008,5.038457311822507,5.448087987580434,8.730474923219765,41.907939928545986,1.2815248059612834,35.33149634615561,0.0,0.11309072809130818,2.1489279686231066
Brazil,2007,3.8355089058117833,5.602511676335288,7.736882953455419,41.992292784750525,1.1891922967593713,37.5308166177469,0.0,0.06650392014703259,2.0462908449936994
Brazil,2006,3.0928882569891316,5.627189887723634,7.99646142851315,42.55997213866002,1.4185637509462126,37.48940468294128,0.0,0.025458979314012715,1.7900608749125555
Brazil,2005,3.306519380762655,5.86420172372637,7.812117318967006,42.76036865465117,1.051042250897087,37.505040958393415,0.0,0.010324503812497696,1.6903852087898013
Brazil,2004,3.2238216814672067,6.238687532780021,7.694966701273606,43.15170862310174,1.2786248978020012,36.814178252425165,0.0,0.007009000592180901,1.5910033105580634
Brazil,2003,3.0367644817280066,6.239776565894981,6.784915024131169,43.77398344038577,1.55243773440557,37.01312232708224,0.0,0.00739156634807763,1.5916088600241962
Brazil,2002,3.245821825099814,6.127748732090876,6.176809868734866,45.86573758291566,1.6489733116777847,35.532347373271854,0.0,0.007574052317979141,1.3949872538911694
Brazil,2001,3.063319630573836,6.475141372266231,5.346861435595435,47.856938316693025,1.7518236739468562,34.24803532370049,0.0,0.004482482198452978,1.253397765025672
Brazil,2000,3.186190895651834,6.4147704224945725,4.117722436357649,46.29631986910866,0.7279473040151665,38.19292046212518,0.0,0.00012729318675947188,1.0640013170601723
Brazil,1999,3.8221995921260277,6.289668582438355,3.454243690061908,46.31946520430512,0.5005282491313384,38.427707043942696,0.0,0.00026612046918812857,1.1859215175253635
Brazil,1998,3.855167333740666,6.282249012847119,2.944277115189818,46.763412583698276,0.4155866527778899,38.663869172747496,0.0,0.0006729058497051327,1.0747652231490379
Brazil,1997,4.016341786125458,6.639767830347851,2.9083902356109568,46.61305475947322,0.4176007185407381,38.310361114091094,0.0,0.0005572963325721594,1.0939262594781012
Brazil,1996,4.4382968071181805,7.017012870374438,2.845287404788014,45.49759078558806,0.3400401609796632,38.79716532804963,0.0,0.00029624523970930443,1.0643103978622943
Brazil,1995,4.548531911189555,7.200465497312046,2.734483030835015,44.95807962492544,0.3736943830304691,39.25124150914396,0.0,0.0,0.9335040435635221
Brazil,1994,4.643062034982234,7.3008623258337515,2.6345633002308135,44.5604317410621,0.008672178317775297,39.89624516915195,0.0,0.0,0.956163250421379
Brazil,1993,4.532813589520547,7.458937828969615,2.530019752752443,43.95261438289556,0.07311083696166754,40.524917152711865,0.0,0.0,0.9275864561883017
Brazil,1992,4.489765791133564,7.575156804159809,2.259736742255564,44.12422085931485,0.3044581060521952,40.28674329258845,0.0,0.0,0.9599184044955609
Brazil,1991,4.643584420597354,7.915644972522511,2.02283068868165,44.539513892153636,0.2531244664715241,39.835493840143116,0.0,0.0,0.7898077194302102
Brazil,1990,4.712795467665225,7.127814190621663,2.0086309508605407,45.92705454433995,0.40536605550986216,39.03168087704152,0.0,0.0,0.7866579139612464
Canada,2022,0.5980646581842202,2.7296134280088737,30.960454422229315,30.170306516091998,5.517620570675104,26.44217074943267,0.39908311176898087,2.490387564735185,0.6922989788736427
Canada,2021,0.6425851388235222,3.594329724044038,30.432477307630972,29.72508470369512,6.009064719789016,26.05954741963003,0.35171903687417283,2.3661359010722243,0.8190560484409135
Canada,2020,0.6118896040746769,3.89748387023917,29.844896398441794,28.968307222734484,6.453979068275367,26.661095518491024,0.2952428399934554,2.466782554252382,0.8003229234976481
Canada,2019,0.6118888885598102,4.200170989279604,28.84261878177049,32.01794005305406,6.273786217987637,24.837278822108953,0.2654184054361164,2.1388221681875037,0.8120756736158209
Canada,2018,0.5994248387050873,4.4582851047355865,28.508903420301014,31.910338232328467,6.2305542048549665,25.04787695218488,0.2464626500892771,2.172580772576749,0.8255738242239961
Canada,2017,0.5855769102234227,5.485807279224756,27.176363239385225,31.205147234656057,6.359407328338455,25.99540648271143,0.2354437536730067,2.07611831450889,0.8807294572787545
Canada,2016,0.5041193580928761,5.355542498174172,26.436824362191874,32.00553503402095,6.5027602287800645,25.931448412648546,0.27129809415287887,2.081141628411834,0.9113303835267896
Canada,2015,0.5157589713676302,5.67592686014714,27.351562188186456,31.681285002135674,6.476698131145323,25.514909908893742,0.1932639721596753,1.8002603461051339,0.7903346198592367
Canada,2014,0.5528046320312295,5.6789790767626185,27.407307600658225,31.804817921299882,6.9103947481688595,25.855786732938345,0.14332249182520343,0.8663974379607485,0.7801893583548855
Canada,2013,0.5369521234152186,5.984841911322506,26.36641724928377,31.950414260576192,6.7177154191254775,26.701021466832277,0.10214918381926921,0.7595798305248768,0.88090855510042
Canada,2012,0.5608518927023199,6.283149045379181,25.455061697292575,32.9120927512722,6.345901167583754,26.695075379354627,0.06183042640719907,0.7940665320990803,0.8919711079090717
Canada,2011,0.43107554967525524,6.644254299134998,25.822108531089388,32.56708237662176,6.318084243348901,26.61779808376055,0.040498399966512416,0.7218062954082209,0.8372922209944014
Canada,2010,0.2773633110271903,7.64787757639683,24.403094594266886,33.75072851840078,6.3900157735726175,25.99071174015897,0.018894176356483272,0.6453067425560544,0.8760075672642006
Canada,2009,0.24022936780485332,7.533642467366221,24.135237487078694,32.671382310069916,6.449019379470677,27.695586810867045,0.008177105342366523,0.4989110193757048,0.7678140526245146
Canada,2008,0.24007137270996617,8.66391713570481,23.91768878128307,32.1821244649502,6.64518800206551,27.41507045522329,0.00253278011901999,0.2751426239498655,0.658264383994277
Canada,2007,0.19732655335605812,9.0087858454014,23.91729599034078,32.94623074872237,6.432534084606026,26.545848098136695,0.00188975863185561,0.21714348171173314,0.7329454390930793
Canada,2006,0.05323507820492802,8.94585266131647,23.08448497050199,33.309384617872624,7.042088851148306,26.62037583222891,0.0015906895877966537,0.18656137715541754,0.7564259219835688
Canada,2005,0.052461540286640365,9.183273995552632,23.09143466495134,32.83907883862277,6.620725471923189,27.322945596855476,0.0012917665698720493,0.11831527276705628,0.7704728524710307
Canada,2004,0.044744427315119406,9.284707517143408,23.306326559479974,33.99411422355283,6.5869317079553,25.87921074651805,0.0010880910557057508,0.07226516938260388,0.8306115575970388
